,Name,smile,BA_pct,label1,label2,label3a,label3b
474,pentopril,CCOC(=O)C(C)CC(C)C(=O)N1c2ccccc2CC1C(=O)O,58.0,moderate,high,moderate,moderate
475,pancopride,Nc1cc(OCC2CC2)c(C(O)=NC2CN3CCC2CC3)cc1Cl,82.0,high,very high,very high,high
476,enalapril,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,50.0,moderate,low,moderate,moderate
477,estradiol,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,5.0,low,very low,very low,very low
478,dextromethorphan,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,11.0,low,very low,very low,very low
479,chloroquine,CCN(CC)CCCCN(C)c1ccnc2cc(Cl)ccc12,80.0,high,high,high,high
480,almokalant,CCCS(=O)CCCN(CC)CC(O)COc1ccc(C#[NH+])cc1,55.0,moderate,high,moderate,moderate
481,acebutolol,CCCC(O)=Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,37.0,moderate,low,low,low
482,penbutolol,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,93.0,high,very high,very high,very high
483,bisoprolol,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,90.0,high,very high,very high,very high
484,raffinose,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0.0,low,very low,very low,very low
485,clindamycin,CCCC1CC(C(O)=NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,87.0,high,very high,very high,very high
486,lincomycin,CCCC1CC(C(O)=NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,25.0,low,low,low,low
487,tobramycin,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,1.0,low,very low,very low,very low
488,zopolrestat,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,45.0,moderate,low,moderate,moderate
489,diacerein,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,35.0,moderate,low,low,low
490,rebamipide,O=C(NC(Cc1cc(O)nc2ccccc12)C(=O)O)c1ccc(Cl)cc1,5.0,low,very low,very low,very low
491,acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,60.0,moderate,high,moderate,moderate
492,flutoprazepam,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC1CC1,50.0,moderate,low,moderate,moderate
493,warfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,93.0,high,very high,very high,very high
494,halofenate,CC(O)=NCCOC(=O)C(Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,80.0,high,high,high,high
495,laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,82.0,high,very high,very high,high
496,cephaloridine,O=C([O-])C1=C(C[n+]2ccccc2)CSC2C(N=C(O)Cc3cccs3)C(=O)N12,0.0,low,very low,very low,very low
497,nafamostat,N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,0.0,low,very low,very low,very low
498,nedocromil,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,3.0,low,very low,very low,very low
499,sitafloxacin,NC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4F)c3c2Cl)CC12CC2,89.0,high,very high,very high,very high
500,camazepam,CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,90.0,high,very high,very high,very high
501,dicloxacillin,Cc1onc(-c2ccccc2Cl)c1C(O)=NC1C(=O)N2C1SC(C)(C)C2C(=O)O,40.0,moderate,low,moderate,moderate
502,rivaroxaban,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,80.0,high,high,high,high
503,adinazolam,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,39.0,moderate,low,moderate,low
504,tetomilast,CCOc1ccc(-c2nc(-c3cccc(C(=O)O)n3)cs2)cc1OCC,100.0,high,very high,very high,very high
505,cefditoren,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C=Cc3scnc3C)CSC12)c1csc(=N)[nH]1,14.0,low,very low,very low,very low
506,desloratadine,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,80.0,high,high,high,high
507,oxacillin,Cc1onc(-c2ccccc2)c1C(O)=NC1C(=O)N2C1SC(C)(C)C2C(=O)O,33.0,low,low,low,low
508,folic_acid,N=c1nc(O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,75.0,high,high,high,high
509,ketotifen,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,60.0,moderate,high,moderate,moderate
510,phenylbutazone,CCCCC1C(=O)C(=O)N(c2ccccc2)N1c1ccccc1,90.0,high,very high,very high,very high
511,dolasetron,O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,75.0,high,high,high,high
512,protriptyline,CNCCCC1c2ccccc2C=Cc2ccccc21,85.0,high,very high,very high,very high
513,nortriptyline,CNCCC=C1c2ccccc2CCc2ccccc21,51.0,moderate,high,moderate,moderate
514,isradipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,19.5,low,very low,low,low
515,cyamemazine,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,10.0,low,very low,very low,very low
516,pirenzepine,CN1CCN(CC(=O)N2c3ccccc3C(O)=Nc3cccnc32)CC1,14.0,low,very low,very low,very low
517,bezafibrate,CC(C)(Oc1ccc(CCN=C(O)c2ccccc2)cc1)C(=O)O,99.0,high,very high,very high,very high
518,naloxone,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,2.0,low,very low,very low,very low
519,dothiepin,CN(C)CCC=C1c2ccccc2CSc2ccccc21,30.0,low,low,low,low
520,pizotyline,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,78.0,high,high,high,high
521,clamikalant,CN=C(S)NS(=O)(=O)c1cc(CCN=C(O)c2cc(Cl)ccc2OC)ccc1OC,86.0,high,very high,very high,very high
522,trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,81.0,high,very high,high,high
523,gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,96.0,high,very high,very high,very high
524,triprolidine,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,4.0,low,very low,very low,very low
525,acepromazine,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,49.0,moderate,low,moderate,moderate
526,telenzepine,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1N=C2O,54.0,moderate,high,moderate,moderate
527,iclaprim,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)c2c(c1OC)OC(C1CC1)C=C2,41.0,moderate,low,moderate,moderate
528,tiotropium,C[N+]1(C)C2CC(OC(=O)C(O)(c3cccs3)c3cccs3)CC1C1OC12,2.5,low,very low,very low,very low
529,clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,51.0,moderate,high,moderate,moderate
530,benzydamine,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,87.0,high,very high,very high,very high
531,doxepin,CN(C)CCCC1c2ccccc2COc2ccccc21,30.0,low,low,low,low
532,imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,42.0,moderate,low,moderate,moderate
533,palonosetron,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,97.0,high,very high,very high,very high
534,praziquantel,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,7.0,low,very low,very low,very low
535,labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(=N)O)c1,25.0,low,low,low,low
536,omapatrilat,O=C(O)C1CCCC2SCCC(N=C(O)C(S)Cc3ccccc3)C(=O)N21,30.0,low,low,low,low
537,levomepromazine,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,50.0,moderate,low,moderate,moderate
538,ethopropazine,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,5.0,low,very low,very low,very low
539,pentamidine,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,0.0,low,very low,very low,very low
540,bortezomib,CC(C)CC(N=C(O)C(Cc1ccccc1)N=C(O)c1cnccn1)B(O)O,0.0,low,very low,very low,very low
541,ergonovine,CC(CO)N=C(O)C1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,50.0,moderate,low,moderate,moderate
542,pergolide,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,38.0,moderate,low,low,low
543,oxitropium,CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,1.0,low,very low,very low,very low
544,dofetilide,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,96.0,high,very high,very high,very high
545,bunazosin,CCCC(=O)N1CCCN(c2nc3cc(OC)c(OC)cc3c(=N)[nH]2)CC1,45.0,moderate,low,moderate,moderate
546,alfuzosin,COc1cc2nc(N(C)CCCN=C(O)C3CCCO3)[nH]c(=N)c2cc1OC,55.0,moderate,high,moderate,moderate
547,pentazocine,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,18.0,low,very low,very low,very low
548,tetrabenazine,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,5.0,low,very low,very low,very low
549,nateglinide,CC(C)C1CCC(C(O)=NC(Cc2ccccc2)C(=O)O)CC1,73.0,high,high,high,high
550,glycopyrrolate,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,17.0,low,very low,very low,very low
551,testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,4.0,low,very low,very low,very low
552,gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,15.0,low,very low,very low,very low
553,procyclidine,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,75.0,high,high,high,high
554,oxandrolone,CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,97.0,high,very high,very high,very high
555,idebenone,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,0.0,low,very low,very low,very low
556,bencyclane,CN(C)CCCOC1(Cc2ccccc2)CCCCCC1,51.0,moderate,high,moderate,moderate
557,tedisamil,C1CCC2(C1)C1CN(CC3CC3)CC2CN(CC2CC2)C1,50.0,moderate,low,moderate,moderate
558,perindopril,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,50.0,moderate,low,moderate,moderate
559,fingolimod,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,50.0,moderate,low,moderate,moderate
560,perhexiline,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,73.5,high,high,high,high
561,dicyclomine,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,67.0,high,high,high,high
562,sertaconazole,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,0.0,low,very low,very low,very low
563,vatalanib,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,18.0,low,very low,very low,very low
564,trovafloxacin,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,91.0,high,very high,very high,very high
565,sulindac,CC1=C(CC(O)=[OH+])c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,88.0,high,very high,very high,very high
566,prasugrel,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,70.0,high,high,high,high
567,cefodizime,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(=N)[nH]1,0.0,low,very low,very low,very low
568,latamoxef,COC1(N=C(O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,3.0,low,very low,very low,very low
569,citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,80.0,high,high,high,high
570,raltegravir,Cc1nnc(C(=O)NC(C)(C)c2nc(C(O)=NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,32.0,low,low,low,low
571,amitriptyline,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,55.0,moderate,high,moderate,moderate
572,imidafenacin,Cc1nccn1CCC(C(=N)O)(c1ccccc1)c1ccccc1,58.0,moderate,high,moderate,moderate
573,ampiroxicam,CCOC(=O)OC(C)OC1=C(C(O)=Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,0.0,low,very low,very low,very low
574,pimexone,COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1,65.0,moderate,high,high,high
575,amodiaquine,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,75.0,high,high,high,high
576,pioglitazone,CCc1ccc(CCOc2ccc(CC3(C=O)CN=C(O)S3)cc2)nc1,83.0,high,very high,very high,very high
577,cefuroxime,CON=C(C(O)=NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(=N)O)CSC12)c1ccco1,50.0,moderate,low,moderate,moderate
578,methotrexate,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,92.0,high,very high,very high,very high
579,eliprodil,OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,47.0,moderate,low,moderate,moderate
580,amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,48.0,moderate,low,moderate,moderate
581,maprotiline,CNCCCC12CCC(c3ccccc31)c1ccccc12,68.0,high,high,high,high
582,levoprotiline,CNCC(O)CC12CCC(c3ccccc31)c1ccccc12,40.0,moderate,low,moderate,moderate
583,naltrexone,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,22.0,low,low,low,low
584,prochlorperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,15.0,low,very low,very low,very low
585,cloperastine,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,40.0,moderate,low,moderate,moderate
586,omecamtiv,COC(=O)N1CCN(Cc2cccc(NC(O)=Nc3ccc(C)nc3)c2F)CC1,100.0,high,very high,very high,very high
587,yohimbine,COC(=O)C1C(O)OCC2CN3CCc4c([nH]c5ccccc45)C3CC21,33.0,low,low,low,low
588,medroxalol,CC(CCc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(C(=N)O)c1,38.0,moderate,low,low,low
589,nisoldipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],5.0,low,very low,very low,very low
590,propiomazine,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,33.0,low,low,low,low
591,exemestane,C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,42.0,moderate,low,moderate,moderate
592,ethinylestradiol,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,40.0,moderate,low,moderate,moderate
593,tesaglitazar,CCOC(Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,99.0,high,very high,very high,very high
594,amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,74.0,high,high,high,high
595,lysergide,CCN(CC)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,50.0,moderate,low,moderate,moderate
596,methylergonovine,CCC(CO)N=C(O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,60.0,moderate,high,moderate,moderate
597,perazine,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,13.0,low,very low,very low,very low
598,pridinol,OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,77.0,high,high,high,high
599,dienogest,CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC#N,94.0,high,very high,very high,very high
600,femoxetine,COc1ccc(OCC2CN(C)CCC2c2ccccc2)cc1,8.0,low,very low,very low,very low
601,tiagabine,Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,90.0,high,very high,very high,very high
602,dilevalol,CC(=O)c1cc(C(O)CNC(C)CCc2ccccc2)ccc1O,12.0,low,very low,very low,very low
603,traxoprodil,CC(C(O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,23.0,low,low,low,low
604,cilomilast,COc1ccc(C2(C#N)CCC(C(=O)O)CC2)cc1OC1CCCC1,99.0,high,very high,very high,very high
605,trimipramine,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,40.0,moderate,low,moderate,moderate
606,ajmaline,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,20.0,low,very low,low,low
607,norethindrone,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,64.0,moderate,high,high,high
608,cilazaprilat,O=C(O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,26.0,low,low,low,low
609,imidapril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(=O)N(C)CC1C(=O)O,20.0,low,very low,low,low
610,bevantolol,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,57.0,moderate,high,moderate,moderate
611,carbocromen,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1,25.0,low,low,low,low
612,emepronium,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,1.0,low,very low,very low,very low
613,enalaprilat,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,49.0,moderate,low,moderate,moderate
614,tamsulosin,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,99.0,high,very high,very high,very high
615,terguride,CCN(CC)C(O)=NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,30.0,low,low,low,low
616,sibrafiban,CCOC(=O)COC1CCN(C(=O)C(C)NC(=O)c2ccc(C(N)=NO)cc2)CC1,36.0,moderate,low,low,low
617,lynestrenol,C#CC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,30.0,low,low,low,low
618,tretinoin,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,50.0,moderate,low,moderate,moderate
619,fluoxymesterone,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,50.0,moderate,low,moderate,moderate
620,urapidil,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,78.0,high,high,high,high
621,trimazosin,COc1cc2c(=N)[nH]c(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,61.0,moderate,high,moderate,moderate
622,ipratropium,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,3.0,low,very low,very low,very low
623,trihexyphenidyl,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,99.0,high,very high,very high,very high
624,carbetapentane,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,10.0,low,very low,very low,very low
625,vernakalant,COc1ccc(CCOC2CCCCC2N2CCC(O)C2)cc1OC,20.0,low,very low,low,low
626,lubiprostone,CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(=O)O)O1,0.0,low,very low,very low,very low
627,adefovir,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,50.0,moderate,low,moderate,moderate
628,eltanolone,CC1CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C,3.0,low,very low,very low,very low
629,talinolol,CC(C)(C)NCC(O)COc1ccc(NC(O)=NC2CCCCC2)cc1,55.0,moderate,high,moderate,moderate
630,quinagolide,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,99.0,high,very high,very high,very high
631,celiprolol,CCN(CC)C(O)=Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,50.0,moderate,low,moderate,moderate
632,alprostadil,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,15.0,low,very low,very low,very low
633,ibutilide,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,8.0,low,very low,very low,very low
634,gentamicin_c1a,CCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0.0,low,very low,very low,very low
635,deferasirox,O=C1C=CC=CC1=C1NC(=C2C=CC=CC2=O)N(c2ccc(C(=O)O)cc2)N1,70.0,high,high,high,high
636,sorafenib,CNC(=O)c1cc(Oc2ccc(NC(O)=Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,39.0,moderate,low,moderate,low
637,diflomotecan,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(F)c(F)cc3nc2-1,72.0,high,high,high,high
638,acemetacin,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,66.0,moderate,high,high,high
639,temafloxacin,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,95.0,high,very high,very high,very high
640,laropiprant,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)C(CC(=O)O)CC3,71.0,high,high,high,high
641,aminocamptothecin,CCC1(O)C(=O)CCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,49.0,moderate,low,moderate,moderate
642,amsacrine,COc1cc(NS(C)(=O)=O)ccc1N=c1c2ccccc2[nH]c2ccccc12,0.0,low,very low,very low,very low
643,permethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,60.0,moderate,high,moderate,moderate
644,picotamide,COc1ccc(C(O)=NCc2cccnc2)cc1C(O)=NCc1cccnc1,46.0,moderate,low,moderate,moderate
645,entinostat,Nc1ccccc1NC(=O)c1ccc(CN=C(O)OCc2cccnc2)cc1,85.0,high,very high,very high,very high
646,curcumin,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,0.0,low,very low,very low,very low
647,demeclocycline,CN(C)C1C(O)=C(C(=N)O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,66.0,moderate,high,high,high
648,ziprasidone,OC1=Nc2cc(Cl)c(CCN3CCN(c4nsc5ccccc45)CC3)cc2C1,60.0,moderate,high,moderate,moderate
649,tazarotene,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,1.0,low,very low,very low,very low
650,crizotinib,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,66.0,moderate,high,high,high
651,nafcillin,CCOc1ccc2ccccc2c1C([O-])=NC1C(=O)N2C1SC(C)(C)C2C(=O)O,30.0,low,low,low,low
652,bromperidol,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,50.0,moderate,low,moderate,moderate
653,flurazepam,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,83.0,high,very high,very high,very high
654,haloperidol,O=C(CCCN1CCC(O)(c2cccc(Cl)c2)CC1)c1ccc(F)cc1,60.0,moderate,high,moderate,moderate
655,pazopanib,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,14.0,low,very low,very low,very low
656,dapoxetine,CN(C)C(CCOc1cccc2ccccc12)c1ccccc1,15.0,low,very low,very low,very low
657,temelastine,Cc1ccc(Cc2c[nH]c(=NCCCCc3ncc(Br)cc3C)nc2O)cn1,50.0,moderate,low,moderate,moderate
658,fominoben,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1N=C(O)c1ccccc1,65.0,moderate,high,high,high
659,morclofone,COc1cc(C(=O)c2ccc(Cl)cc2)cc(OC)c1OCCN1CCOCC1,80.0,high,high,high,high
660,trifluoperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,100.0,high,very high,very high,very high
661,quinupramine,c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2,75.0,high,high,high,high
662,bepotastine,O=C(O)CCCN1CCC(OC(c2ccc(Cl)cc2)c2ccccn2)CC1,80.0,high,high,high,high
663,cetirizine,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,90.0,high,very high,very high,very high
664,dapagliflozin,CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,50.0,moderate,low,moderate,moderate
665,terbinafine,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,40.0,moderate,low,moderate,moderate
666,quetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,9.0,low,very low,very low,very low
667,tiracizine,CCOC(O)=Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2,34.0,moderate,low,low,low
668,benztropine,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,29.0,low,low,low,low
669,nalmefene,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,40.0,moderate,low,moderate,moderate
670,methylnaltrexone,C[N+]1(CC2CC2)CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,0.0,low,very low,very low,very low
671,clofoctol,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,80.0,high,high,high,high
672,perphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,40.0,moderate,low,moderate,moderate
673,clemastine,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,37.0,moderate,low,low,low
674,norgestrel,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C=CC21CC,94.0,high,very high,very high,very high
675,acitretin,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,59.0,moderate,high,moderate,moderate
676,moxestrol,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3C(OC)CC21C,33.0,low,low,low,low
677,prednisone,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,70.0,high,high,high,high
678,triamcinolone,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,23.0,low,low,low,low
679,budipine,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,47.0,moderate,low,moderate,moderate
680,methysergide,CCC(CO)N=C(O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,13.0,low,very low,very low,very low
681,morocromen,Cc1c(CCN2CCOCC2)c(=O)oc2cc(N=C(O)N3CCOCC3)ccc12,66.0,moderate,high,high,high
682,glipizide,Cc1cnc(C(O)=NCCc2ccc(S(=O)(=O)NC(O)=NC3CCCCC3)cc2)cn1,95.0,high,very high,very high,very high
683,cefpodoxime_proxetil,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(NC(=O)C(=NOC)c3csc(=N)[nH]3)C2SC1,50.0,moderate,low,moderate,moderate
